Rank,Name,Team,Age,G,GS,Tgt,Rec,RecYds,Y/R,RecTD,FantPt,Year
163,Ryan Grant,WAS,26.0,16,1.0,19.0,9,76,8.44,0,8.0,2016
161,Rashard Higgins,CLE,22.0,16,0.0,12.0,6,77,12.83,0,8.0,2016
162,Cody Latimer,DEN,24.0,12,1.0,15.0,8,76,9.5,0,8.0,2016
164,Wendall Williams,HOU,26.0,3,0.0,7.0,4,75,18.75,0,8.0,2016
168,Aaron Burbridge,SFO,23.0,16,3.0,16.0,7,88,12.57,0,7.0,2016
165,Michael Campanaro,BAL,25.0,3,0.0,1.0,0,0,,0,7.0,2016
169,Josh Doctson,WAS,24.0,2,0.0,6.0,2,66,33.0,0,7.0,2016
166,Alex Erickson,CIN,24.0,16,0.0,8.0,6,71,11.83,0,7.0,2016
170,Maurice Harris,WAS,24.0,10,0.0,12.0,8,66,8.25,0,7.0,2016
171,Chris Moore,BAL,23.0,15,0.0,16.0,7,46,6.57,0,7.0,2016
167,Keith Mumphery,HOU,24.0,11,3.0,12.0,10,69,6.9,0,7.0,2016
174,Keenan Allen,SDG,24.0,1,1.0,7.0,6,63,10.5,0,6.0,2016
173,Trevor Davis,GNB,23.0,11,0.0,7.0,3,24,8.0,1,6.0,2016
176,Johnny Holton,OAK,25.0,15,0.0,3.0,2,34,17.0,0,6.0,2016
172,De'Anthony Thomas,KAN,23.0,12,0.0,9.0,7,35,5.0,0,6.0,2016
175,Nick Williams,ATL,26.0,2,0.0,7.0,5,59,11.8,0,6.0,2016
177,Dwayne Harris*,NYG,29.0,16,1.0,1.0,1,13,13.0,1,5.0,2016
178,Tavarres King,NYG,26.0,7,0.0,4.0,2,50,25.0,0,5.0,2016
179,Quan Bray,IND,23.0,6,0.0,4.0,3,36,12.0,0,4.0,2016
180,Bradley Marquez,LAR,24.0,14,0.0,7.0,3,37,12.33,0,4.0,2016
181,Dexter McCluster,SDG,27.0,6,0.0,11.0,7,36,5.14,0,4.0,2016
188,Brenton Bersin,CAR,26.0,10,0.0,6.0,2,17,8.5,0,2.0,2016
190,Damiere Byrd,CAR,23.0,1,0.0,1.0,1,16,16.0,0,2.0,2016
189,Percy Harvin,BUF,28.0,2,1.0,4.0,2,6,3.0,0,2.0,2016
192,Marc Mariani,TEN,29.0,16,0.0,0.0,0,0,,0,2.0,2016
183,DeAndre Smelter,SFO,25.0,2,0.0,1.0,1,23,23.0,0,2.0,2016
185,Devin Smith,NYJ,24.0,4,0.0,3.0,1,20,20.0,0,2.0,2016
186,Devin Street,IND,25.0,5,0.0,6.0,1,20,20.0,0,2.0,2016
187,Mike Thomas,LAR,22.0,15,0.0,9.0,3,37,12.33,0,2.0,2016
191,Laquon Treadwell,MIN,21.0,9,1.0,3.0,1,15,15.0,0,2.0,2016
184,Griff Whalen,SDG,26.0,8,0.0,4.0,2,22,11.0,0,2.0,2016
182,Shane Wynn,JAX,24.0,5,0.0,3.0,1,19,19.0,0,2.0,2016
196,Jared Abbrederis,GNB,26.0,5,0.0,2.0,1,8,8.0,0,1.0,2016
194,Jeremy Butler,SDG,25.0,4,0.0,2.0,2,11,5.5,0,1.0,2016
193,Rashad Greene,JAX,24.0,8,0.0,8.0,5,32,6.4,0,1.0,2016
198,Paul McRoberts,LAR,24.0,2,0.0,1.0,1,6,6.0,0,1.0,2016
197,Rashad Ross,WAS,26.0,5,0.0,1.0,1,8,8.0,0,1.0,2016
195,Tony Washington,JAX,26.0,2,0.0,1.0,1,9,9.0,0,1.0,2016
199,Jordan Payton,CLE,23.0,4,0.0,3.0,1,3,3.0,0,,2016
213,Jakeem Grant,MIA,24.0,16,0.0,1.0,0,0,,0,-2.0,2016
212,Matt Slater*+,NWE,31.0,13,0.0,1.0,0,0,,0,-2.0,2016
1,DeAndre Hopkins*+,HOU,25.0,15,15.0,174.0,96,1378,14.35,13,216.0,2017
2,Antonio Brown*+,PIT,29.0,14,14.0,163.0,101,1533,15.18,9,211.0,2017
3,Keenan Allen*,LAC,25.0,16,15.0,159.0,102,1393,13.66,6,176.0,2017
4,Marvin Jones,DET,27.0,16,16.0,107.0,61,1101,18.05,9,166.0,2017
5,Tyreek Hill*,KAN,23.0,15,13.0,105.0,75,1183,15.77,7,164.0,2017
6,Julio Jones*,ATL,28.0,16,16.0,148.0,88,1444,16.41,3,164.0,2017
7,Brandin Cooks,NWE,24.0,16,15.0,114.0,65,1082,16.65,7,156.0,2017
8,Michael Thomas*,NOR,24.0,16,14.0,149.0,104,1245,11.97,5,155.0,2017
9,Larry Fitzgerald*,ARI,34.0,16,16.0,161.0,109,1156,10.61,6,152.0,2017
10,A.J. Green*,CIN,29.0,16,16.0,143.0,75,1078,14.37,8,152.0,2017
11,Davante Adams*,GNB,25.0,14,14.0,117.0,74,885,11.96,10,151.0,2017
12,Adam Thielen*,MIN,27.0,16,16.0,142.0,91,1276,14.02,4,149.0,2017
13,Doug Baldwin*,SEA,29.0,16,16.0,116.0,75,991,13.21,8,148.0,2017
14,Jarvis Landry*,MIA,25.0,16,16.0,161.0,112,987,8.81,9,148.0,2017
15,Alshon Jeffery,PHI,27.0,16,16.0,120.0,57,789,13.84,9,141.0,2017
16,Robby Anderson,NYJ,24.0,16,15.0,114.0,63,941,14.94,7,139.0,2017
17,Stefon Diggs,MIN,24.0,14,14.0,95.0,64,849,13.27,8,134.0,2017
18,Mike Evans,TAM,24.0,15,15.0,136.0,71,1001,14.1,5,134.0,2017
19,Devin Funchess,CAR,23.0,16,16.0,111.0,63,840,13.33,8,134.0,2017
20,JuJu Smith-Schuster,PIT,21.0,14,7.0,79.0,58,917,15.81,7,134.0,2017
21,Golden Tate,DET,29.0,16,12.0,120.0,92,1003,10.9,5,133.0,2017
22,Demaryius Thomas,DEN,30.0,16,16.0,140.0,83,949,11.43,5,127.0,2017
23,Nelson Agholor,PHI,24.0,16,10.0,95.0,62,768,12.39,8,126.0,2017
24,T.Y. Hilton*,IND,28.0,16,16.0,109.0,57,966,16.95,4,119.0,2017
25,Dez Bryant,DAL,29.0,16,16.0,132.0,69,838,12.14,6,117.0,2017
26,Kenny Stills,MIA,25.0,16,16.0,105.0,58,847,14.6,6,117.0,2017
27,Cooper Kupp,LAR,24.0,15,6.0,94.0,62,869,14.02,5,115.0,2017
28,Michael Crabtree,OAK,30.0,14,14.0,101.0,58,618,10.66,8,114.0,2017
29,Jermaine Kearse,NYJ,27.0,16,14.0,102.0,65,810,12.46,5,113.0,2017
30,Marquise Goodwin,SFO,27.0,16,16.0,105.0,56,962,17.18,2,113.0,2017
31,Amari Cooper,OAK,23.0,14,12.0,96.0,48,680,14.17,7,110.0,2017
32,Paul Richardson,SEA,25.0,16,13.0,80.0,44,703,15.98,6,108.0,2017
36,Ted Ginn,NOR,32.0,15,10.0,70.0,53,787,14.85,4,107.0,2017
33,Mohamed Sanu,ATL,28.0,15,15.0,96.0,67,703,10.49,5,107.0,2017
35,Sammy Watkins,LAR,24.0,15,14.0,70.0,39,593,15.21,8,107.0,2017
34,Robert Woods,LAR,25.0,12,11.0,85.0,56,781,13.95,5,107.0,2017
37,Rishard Matthews,TEN,28.0,14,11.0,87.0,53,795,15.0,4,105.0,2017
38,Mike Wallace,BAL,31.0,15,14.0,92.0,52,748,14.38,4,99.0,2017
39,Tyrell Williams,LAC,25.0,16,15.0,69.0,43,728,16.93,4,95.0,2017
40,Jamison Crowder,WAS,24.0,15,6.0,103.0,66,789,11.95,3,94.0,2017
41,Randall Cobb,GNB,27.0,15,14.0,92.0,66,653,9.89,4,93.0,2017
42,DeSean Jackson,TAM,31.0,14,13.0,90.0,50,668,13.36,3,93.0,2017
43,Marqise Lee,JAX,26.0,14,14.0,96.0,56,702,12.54,3,92.0,2017
44,Tarik Cohen,CHI,22.0,16,4.0,71.0,53,353,6.66,1,91.0,2017
45,Keelan Cole,JAX,24.0,16,6.0,83.0,42,748,17.81,3,91.0,2017
46,Travis Benjamin,LAC,28.0,16,3.0,62.0,34,567,16.68,4,90.0,2017
47,Kelvin Benjamin,2TM,26.0,14,14.0,78.0,48,692,14.42,3,87.0,2017
48,Will Fuller,HOU,23.0,10,10.0,50.0,28,423,15.11,7,87.0,2017
49,Jordy Nelson,GNB,32.0,15,15.0,88.0,53,482,9.09,6,86.0,2017
50,Sterling Shepard,NYG,24.0,11,10.0,84.0,59,731,12.39,2,86.0,2017
51,Josh Doctson,WAS,25.0,16,14.0,78.0,35,502,14.34,6,85.0,2017
52,Martavis Bryant,PIT,26.0,15,8.0,84.0,50,603,12.06,3,83.0,2017
53,Ryan Grant,WAS,27.0,16,7.0,65.0,45,573,12.73,4,81.0,2017
54,Danny Amendola,NWE,32.0,15,8.0,86.0,61,659,10.8,2,78.0,2017
55,Chris Hogan,NWE,29.0,9,7.0,59.0,34,439,12.91,5,76.0,2017
56,DeVante Parker,MIA,24.0,13,12.0,96.0,57,670,11.75,1,75.0,2017
57,Albert Wilson,KAN,25.0,13,7.0,62.0,42,554,13.19,3,74.0,2017
59,Brandon LaFell,CIN,31.0,16,15.0,89.0,52,548,10.54,3,73.0,2017
58,Tyler Lockett,SEA,25.0,16,8.0,71.0,45,555,12.33,2,73.0,2017
60,Jaron Brown,ARI,27.0,16,8.0,69.0,31,477,15.39,4,72.0,2017
62,Kenny Golladay,DET,24.0,11,5.0,48.0,28,477,17.04,3,69.0,2017
61,Kendall Wright,CHI,28.0,16,4.0,91.0,59,614,10.41,1,69.0,2017
63,Adam Humphries,TAM,24.0,16,3.0,83.0,61,631,10.34,1,68.0,2017
64,Emmanuel Sanders,DEN,30.0,12,11.0,92.0,47,555,11.81,2,68.0,2017
65,Deonte Thompson,2TM,28.0,16,10.0,69.0,38,555,14.61,2,67.0,2017
66,JJ Nelson,ARI,25.0,16,5.0,61.0,29,508,17.52,2,65.0,2017
68,Eric Decker,TEN,30.0,16,8.0,83.0,54,563,10.43,1,62.0,2017
67,Allen Hurns,JAX,26.0,10,8.0,56.0,39,484,12.41,2,62.0,2017
70,Jeremy Maclin,BAL,29.0,12,12.0,72.0,40,440,11.0,3,62.0,2017
69,Terrance Williams,DAL,28.0,16,14.0,78.0,53,568,10.72,0,62.0,2017
71,Chris Godwin,TAM,21.0,16,2.0,55.0,34,525,15.44,1,59.0,2017
72,Cole Beasley,DAL,28.0,15,4.0,63.0,36,314,8.72,4,55.0,2017
74,Cordarrelle Patterson,OAK,26.0,16,2.0,42.0,31,309,9.97,0,55.0,2017
75,Torrey Smith,PHI,28.0,16,14.0,67.0,36,430,11.94,2,55.0,2017
73,Trent Taylor,SFO,23.0,15,1.0,60.0,43,430,10.0,2,55.0,2017
76,Roger Lewis,NYG,24.0,15,8.0,72.0,36,416,11.56,2,54.0,2017
78,Odell Beckham,NYG,25.0,4,2.0,41.0,25,302,12.08,3,53.0,2017
77,Bennie Fowler,DEN,26.0,16,4.0,56.0,29,350,12.07,3,53.0,2017
79,Brice Butler,DAL,27.0,13,0.0,23.0,15,317,21.13,3,52.0,2017
81,John Brown,ARI,27.0,10,5.0,55.0,21,299,14.24,3,51.0,2017
80,Donte Moncrief,IND,24.0,12,8.0,47.0,26,391,15.04,2,51.0,2017
82,Brandon Coleman,NOR,25.0,16,6.0,37.0,23,364,15.83,3,50.0,2017
83,Pierre Garcon,SFO,31.0,8,8.0,67.0,40,500,12.5,0,50.0,2017
84,Bruce Ellington,HOU,26.0,11,6.0,57.0,29,330,11.38,2,49.0,2017
85,Taylor Gabriel,ATL,26.0,16,4.0,51.0,33,378,11.45,1,49.0,2017
86,T.J. Jones,DET,25.0,14,6.0,49.0,30,399,13.3,1,48.0,2017
87,Seth Roberts,OAK,26.0,15,7.0,65.0,43,455,10.58,1,48.0,2017
88,Josh Bellamy,CHI,28.0,15,7.0,46.0,24,376,15.67,1,44.0,2017
89,Zay Jones,BUF,22.0,15,10.0,74.0,27,316,11.7,2,44.0,2017
91,Corey Coleman,CLE,23.0,9,8.0,58.0,23,305,13.26,2,43.0,2017
90,Cody Latimer,DEN,25.0,11,1.0,31.0,19,287,15.11,2,43.0,2017
95,Coby Fleener,NOR,29.0,11,0.0,30.0,22,295,13.41,2,42.0,2017
94,Rashard Higgins,CLE,23.0,15,4.0,50.0,27,312,11.56,2,42.0,2017
92,Tavarres King,NYG,27.0,8,3.0,37.0,18,240,13.33,3,42.0,2017
93,Chris Moore,BAL,24.0,13,4.0,38.0,18,248,13.78,3,42.0,2017
99,Josh Gordon,CLE,26.0,5,5.0,42.0,18,335,18.61,1,40.0,2017
97,Justin Hardy,ATL,26.0,16,1.0,29.0,20,221,11.05,3,40.0,2017
96,Dontrelle Inman,2TM,28.0,12,7.0,44.0,25,343,13.72,1,40.0,2017
98,Dede Westbrook,JAX,24.0,7,5.0,51.0,27,339,12.56,1,40.0,2017
101,Kenny Britt,2TM,29.0,12,4.0,43.0,20,256,12.8,2,38.0,2017
100,Aldrick Robinson,SFO,29.0,16,1.0,48.0,19,260,13.68,2,38.0,2017
104,Corey Davis,TEN,22.0,11,9.0,65.0,34,375,11.03,0,36.0,2017
102,Johnny Holton,OAK,26.0,16,1.0,18.0,9,218,24.22,3,36.0,2017
103,Ricardo Louis,CLE,23.0,16,9.0,61.0,27,357,13.22,0,36.0,2017
106,Tyler Boyd,CIN,23.0,10,1.0,32.0,22,225,10.23,2,35.0,2017
105,Chester Rogers,IND,23.0,11,4.0,37.0,23,284,12.35,1,35.0,2017
107,Taywan Taylor,TEN,22.0,16,4.0,28.0,16,231,14.44,1,33.0,2017
110,Jakeem Grant,MIA,25.0,16,0.0,22.0,13,203,15.62,2,32.0,2017
108,Jordan Matthews,BUF,25.0,10,7.0,36.0,25,282,11.28,1,32.0,2017
109,Jarius Wright,MIN,28.0,16,0.0,25.0,18,198,11.0,2,32.0,2017
113,Tavon Austin,LAR,27.0,16,9.0,22.0,13,47,3.62,0,30.0,2017
111,Andre Holmes,BUF,29.0,14,2.0,22.0,13,120,9.23,3,30.0,2017
112,Terrelle Pryor,WAS,28.0,9,2.0,37.0,20,240,12.0,1,30.0,2017
114,Mack Hollins,PHI,24.0,16,0.0,22.0,16,226,14.13,1,29.0,2017
116,Michael Campanaro,BAL,26.0,13,0.0,27.0,19,173,9.11,1,28.0,2017
115,Russell Shepard,CAR,27.0,15,3.0,32.0,17,202,11.88,1,28.0,2017
117,De'Anthony Thomas,KAN,24.0,16,2.0,16.0,14,143,10.21,2,27.0,2017
118,Kendrick Bourne,SFO,22.0,11,0.0,34.0,16,257,16.06,0,26.0,2017
120,Damiere Byrd,CAR,24.0,8,3.0,17.0,10,105,10.5,2,24.0,2017
121,Alex Erickson,CIN,25.0,16,0.0,16.0,12,180,15.0,1,24.0,2017
119,Jeremy Kerley,NYJ,29.0,8,2.0,27.0,22,217,9.86,1,24.0,2017
122,Geronimo Allison,GNB,23.0,15,2.0,39.0,23,253,11.0,0,23.0,2017
123,Braxton Miller,HOU,25.0,11,3.0,29.0,19,162,8.53,1,22.0,2017
124,Demarcus Robinson,KAN,23.0,16,8.0,39.0,21,212,10.1,0,21.0,2017
125,Phillip Dorsett,NWE,24.0,15,2.0,18.0,12,194,16.17,0,20.0,2017
126,Laquon Treadwell,MIN,22.0,16,7.0,35.0,20,200,10.0,0,20.0,2017
127,Eli Rogers,PIT,25.0,14,4.0,36.0,18,149,8.28,1,19.0,2017
130,Chris Conley,KAN,25.0,5,5.0,16.0,11,175,15.91,0,18.0,2017
128,Louis Murphy,SFO,30.0,7,7.0,17.0,8,121,15.13,1,18.0,2017
129,Curtis Samuel,CAR,21.0,9,4.0,26.0,15,115,7.67,0,18.0,2017
131,Tommylee Lewis,NOR,25.0,15,0.0,14.0,10,116,11.6,1,17.0,2017
133,Jaydon Mickens,JAX,23.0,10,0.0,11.0,6,77,12.83,2,16.0,2017
132,Josh Reynolds,LAR,22.0,16,1.0,24.0,11,104,9.45,1,16.0,2017
134,Brandon Marshall,NYG,33.0,5,5.0,33.0,18,154,8.56,0,15.0,2017
138,Darrius Heyward-Bey,PIT,30.0,16,0.0,3.0,2,47,23.5,0,14.0,2017
135,Tre McBride,CHI,25.0,8,3.0,15.0,8,144,18.0,0,14.0,2017
137,Brandon Tate,BUF,30.0,13,1.0,14.0,6,81,13.5,1,14.0,2017
136,Jordan Taylor,DEN,25.0,10,2.0,20.0,13,142,10.92,0,14.0,2017
139,Kamar Aiken,IND,28.0,15,7.0,44.0,15,133,8.87,0,13.0,2017
142,Brenton Bersin,CAR,27.0,8,1.0,14.0,8,128,16.0,0,13.0,2017
141,Daniel Brown,CHI,25.0,14,2.0,20.0,13,129,9.92,0,13.0,2017
143,Josh Malone,CIN,21.0,11,7.0,17.0,6,63,10.5,1,13.0,2017
140,Maxx Williams,BAL,23.0,11,8.0,18.0,15,86,5.73,1,13.0,2017
146,Marvin Hall,ATL,24.0,8,0.0,9.0,2,60,30.0,1,12.0,2017
144,Maurice Harris,WAS,25.0,6,0.0,6.0,4,62,15.5,1,12.0,2017
145,Travis Rudolph,NYG,22.0,7,1.0,21.0,8,101,12.63,0,12.0,2017
147,Hunter Sharp,2TM,23.0,3,1.0,9.0,5,54,10.8,1,11.0,2017
148,ArDarius Stewart,NYJ,24.0,15,2.0,13.0,6,82,13.67,0,11.0,2017
151,Freddie Martino,TAM,26.0,8,0.0,6.0,5,96,19.2,0,10.0,2017
149,Niles Paul,WAS,28.0,14,8.0,19.0,13,94,7.23,0,10.0,2017
150,Jaelen Strong,2TM,23.0,2,0.0,4.0,3,38,12.67,1,10.0,2017
152,Mike Williams,LAC,23.0,10,1.0,23.0,11,95,8.64,0,10.0,2017
157,Jerell Adams,NYG,25.0,16,1.0,11.0,8,92,11.5,0,9.0,2017
155,Kaelin Clay,2TM,25.0,13,2.0,19.0,6,85,14.17,0,9.0,2017
156,Xavier Grimble,PIT,25.0,15,2.0,9.0,5,32,6.4,1,9.0,2017
153,Chad Hansen,NYJ,22.0,15,1.0,17.0,9,94,10.44,0,9.0,2017
154,Mike Thomas,LAR,23.0,8,1.0,7.0,5,93,18.6,0,9.0,2017
158,Jesus Wilson,TAM,22.0,3,1.0,1.0,1,18,18.0,1,9.0,2017
162,Trevor Davis,GNB,24.0,16,0.0,7.0,5,70,14.0,0,8.0,2017
164,Michael Floyd,MIN,28.0,11,1.0,17.0,10,78,7.8,0,8.0,2017
161,Justin Hunter,PIT,26.0,7,1.0,10.0,4,23,5.75,1,8.0,2017
165,Breshad Perriman,BAL,24.0,11,3.0,35.0,10,77,7.7,0,8.0,2017
166,Brian Quick,WAS,28.0,11,1.0,8.0,6,76,12.67,0,8.0,2017
163,Neal Sterling,NYJ,25.0,11,1.0,10.0,6,82,13.67,0,8.0,2017
160,Chris Thompson,HOU,23.0,13,0.0,6.0,5,84,16.8,0,8.0,2017
159,Kasen Williams,CLE,25.0,7,2.0,18.0,9,84,9.33,0,8.0,2017
171,Derek Carrier,LAR,27.0,14,3.0,11.0,8,71,8.88,0,7.0,2017
175,Leonte Carroo,MIA,23.0,14,0.0,12.0,7,69,9.86,0,7.0,2017
172,Sammie Coates,CLE,24.0,12,1.0,11.0,6,70,11.67,0,7.0,2017
173,Pharoh Cooper*+,LAR,22.0,16,1.0,19.0,11,84,7.64,0,7.0,2017
170,Amara Darboh,SEA,23.0,16,0.0,13.0,8,71,8.88,0,7.0,2017
174,Brittan Golden,ARI,29.0,13,0.0,9.0,5,70,14.0,0,7.0,2017
167,Tanner McEvoy,SEA,24.0,15,0.0,9.0,5,113,22.6,0,7.0,2017
169,Willie Snead,NOR,25.0,11,7.0,16.0,8,92,11.5,0,7.0,2017
168,Jeremy Sprinkle,WAS,23.0,11,5.0,3.0,2,13,6.5,1,7.0,2017
176,Bryce Treggs,CLE,23.0,6,1.0,18.0,5,79,15.8,0,7.0,2017
178,Vince Mayle,BAL,26.0,16,0.0,1.0,0,0,,0,6.0,2017
177,Chad Williams,ARI,23.0,6,1.0,7.0,3,31,10.33,0,6.0,2017
179,Markus Wheaton,CHI,26.0,11,0.0,17.0,3,51,17.0,0,5.0,2017
180,Jared Abbrederis,DET,27.0,7,0.0,7.0,3,44,14.67,0,4.0,2017
182,Quan Bray,IND,24.0,9,0.0,4.0,3,39,13.0,0,4.0,2017
181,Michael Clark,GNB,22.0,2,0.0,14.0,4,41,10.25,0,4.0,2017
184,Tanner Gentry,CHI,23.0,4,3.0,6.0,3,35,11.67,0,4.0,2017
183,Bernard Reedy,2TM,26.0,11,0.0,2.0,2,21,10.5,0,4.0,2017
190,Antony Auclair,TAM,24.0,8,3.0,2.0,2,25,12.5,0,3.0,2017
186,Noah Brown,DAL,21.0,13,1.0,9.0,4,33,8.25,0,3.0,2017
192,Marcus Johnson,PHI,23.0,10,0.0,8.0,5,45,9.0,0,3.0,2017
188,Jordan Leslie,CLE,26.0,2,0.0,1.0,1,26,26.0,0,3.0,2017
191,Chris Matthews,BAL,28.0,6,0.0,6.0,3,25,8.33,0,3.0,2017
185,Jojo Natson,NYJ,23.0,7,0.0,5.0,2,18,9.0,0,3.0,2017
189,Ryan Switzer,DAL,23.0,16,0.0,7.0,6,41,6.83,0,3.0,2017
187,Nick Williams,ATL,27.0,1,0.0,4.0,3,30,10.0,0,3.0,2017
195,Jehu Chesson,KAN,24.0,12,1.0,4.0,2,18,9.0,0,2.0,2017
196,Allen Robinson,JAX,24.0,1,1.0,1.0,1,17,17.0,0,2.0,2017
194,Griff Whalen,BAL,27.0,2,0.0,6.0,4,23,5.75,0,2.0,2017
193,DeAndrew White,HOU,26.0,2,1.0,7.0,1,24,24.0,0,2.0,2017
199,Arrelious Benn,JAX,29.0,9,0.0,2.0,1,12,12.0,0,1.0,2017
201,Harry Douglas,TEN,33.0,2,0.0,3.0,1,8,8.0,0,1.0,2017
200,Shelton Gibson,PHI,22.0,5,0.0,3.0,2,11,5.5,0,1.0,2017
202,Cobi Hamilton,HOU,27.0,3,1.0,6.0,1,8,8.0,0,1.0,2017
198,Jeff Janis,GNB,26.0,16,0.0,5.0,2,12,6.0,0,1.0,2017
204,Larry Pinkard,JAX,25.0,4,0.0,1.0,1,5,5.0,0,1.0,2017
197,Darius Powe,NYG,23.0,1,1.0,4.0,2,13,6.5,0,1.0,2017
205,Eric Weems,TEN,32.0,16,0.0,2.0,1,5,5.0,0,1.0,2017
203,Kevin White,CHI,25.0,1,1.0,4.0,2,6,3.0,0,1.0,2017
208,Matt Hazel,IND,25.0,4,0.0,1.0,1,1,1.0,0,,2017
206,Max McCaffrey,JAX,23.0,5,0.0,1.0,1,4,4.0,0,,2017
207,Charone Peake,NYJ,25.0,3,0.0,1.0,1,3,3.0,0,,2017
217,Isaiah McKenzie,DEN,22.0,11,0.0,13.0,4,29,7.25,0,-1.0,2017
220,Kalif Raymond,2TM,23.0,8,0.0,1.0,1,12,12.0,0,-1.0,2017
218,Andre Roberts,ATL,29.0,16,0.0,4.0,1,12,12.0,0,-1.0,2017
219,John Ross,CIN,23.0,3,1.0,2.0,0,0,,0,-1.0,2017
221,Matt Haack,MIA,23.0,16,0.0,0.0,0,0,,0,-2.0,2017
