Rank,Name,Team,Age,G,GS,Tgt,Rec,RecYds,Y/R,RecTD,FantPt,Year
62,Jamison Crowder,WAS,22.0,16,6.0,78.0,59,604,10.24,2,75.0,2015
60,Devin Funchess,CAR,21.0,16,5.0,63.0,31,473,15.26,5,75.0,2015
61,DeSean Jackson,WAS,29.0,10,9.0,49.0,30,528,17.6,4,75.0,2015
63,Vincent Jackson,TAM,32.0,10,9.0,62.0,33,543,16.45,3,74.0,2015
64,Corey Brown,CAR,24.0,14,11.0,54.0,31,447,14.42,4,73.0,2015
65,Malcom Floyd,SDG,34.0,15,13.0,68.0,30,561,18.7,3,72.0,2015
66,Robert Woods,BUF,23.0,14,9.0,80.0,47,552,11.74,3,71.0,2015
68,Coby Fleener,IND,27.0,16,11.0,84.0,54,491,9.09,3,69.0,2015
67,DeVante Parker,MIA,22.0,15,4.0,50.0,26,494,19.0,3,69.0,2015
69,Jerricho Cotchery,CAR,33.0,14,3.0,54.0,39,485,12.44,3,68.0,2015
71,Steve Johnson,SDG,29.0,10,8.0,65.0,45,497,11.04,3,68.0,2015
70,Cecil Shorts,HOU,28.0,11,4.0,75.0,42,484,11.52,2,68.0,2015
72,Dontrelle Inman,SDG,26.0,14,7.0,63.0,35,486,13.89,3,65.0,2015
73,Brian Hartline,CLE,29.0,12,4.0,77.0,46,523,11.37,2,64.0,2015
75,Kenny Stills,MIA,23.0,16,8.0,63.0,27,440,16.3,3,62.0,2015
74,Will Tye,NYG,24.0,13,7.0,62.0,42,464,11.05,3,62.0,2015
76,Dexter McCluster,TEN,26.0,11,2.0,41.0,31,260,8.39,1,61.0,2015
77,Kendall Wright,TEN,26.0,10,9.0,60.0,36,408,11.33,3,61.0,2015
78,Mike Wallace,MIN,29.0,16,12.0,72.0,39,473,12.13,2,60.0,2015
79,Albert Wilson,KAN,23.0,14,12.0,57.0,35,451,12.89,2,60.0,2015
80,Mohamed Sanu,CIN,26.0,16,4.0,49.0,33,394,11.94,0,59.0,2015
81,Davante Adams,GNB,23.0,13,12.0,94.0,50,483,9.66,1,58.0,2015
82,Dez Bryant,DAL,27.0,9,9.0,72.0,31,401,12.94,3,58.0,2015
83,Chris Hogan,BUF,27.0,16,4.0,59.0,36,450,12.5,2,58.0,2015
84,Brandon Coleman,NOR,23.0,16,4.0,49.0,30,454,15.13,2,57.0,2015
85,Roddy White,ATL,34.0,16,16.0,70.0,43,506,11.77,1,57.0,2015
86,Lance Moore,DET,32.0,14,8.0,43.0,29,337,11.62,4,56.0,2015
88,Brandon LaFell,NWE,29.0,11,7.0,74.0,37,515,13.92,0,52.0,2015
87,Marquess Wilson,CHI,23.0,11,6.0,51.0,28,464,16.57,1,52.0,2015
91,Harry Douglas,TEN,31.0,14,12.0,72.0,36,411,11.42,2,51.0,2015
89,Leonard Hankerson,3TM,27.0,10,0.0,46.0,26,327,12.58,3,51.0,2015
90,Vance McDonald,SFO,25.0,14,11.0,46.0,30,326,10.87,3,51.0,2015
92,Josh Huff,PHI,24.0,15,4.0,42.0,27,312,11.56,3,49.0,2015
93,Denard Robinson,JAX,25.0,13,3.0,30.0,21,164,7.81,0,47.0,2015
94,Quinton Patton,SFO,25.0,16,4.0,57.0,30,394,13.13,1,46.0,2015
97,Riley Cooper,PHI,28.0,16,13.0,41.0,21,327,15.57,2,45.0,2015
95,Darrius Heyward-Bey,PIT,28.0,16,4.0,39.0,21,314,14.95,2,45.0,2015
96,Jarius Wright,MIN,26.0,16,3.0,50.0,34,442,13.0,0,45.0,2015
98,Andre Holmes,OAK,27.0,16,1.0,33.0,14,201,14.36,4,44.0,2015
99,Chris Givens,2TM,26.0,15,6.0,54.0,20,353,17.65,1,43.0,2015
100,Bryan Walters,JAX,28.0,11,1.0,45.0,32,368,11.5,1,43.0,2015
101,JJ Nelson,ARI,23.0,11,2.0,27.0,11,299,27.18,2,42.0,2015
102,Ryan Grant,WAS,25.0,16,5.0,42.0,23,268,11.65,2,39.0,2015
103,Keshawn Martin,NWE,25.0,9,8.0,37.0,24,269,11.21,2,38.0,2015
104,Jeremy Butler,BAL,24.0,8,0.0,44.0,31,363,11.71,0,36.0,2015
105,Percy Harvin,BUF,27.0,5,5.0,30.0,19,218,11.47,1,35.0,2015
106,Josh Bellamy,CHI,26.0,16,3.0,34.0,19,224,11.79,2,34.0,2015
108,Adam Humphries,TAM,22.0,13,0.0,40.0,27,260,9.63,1,34.0,2015
107,Jaelen Strong,HOU,21.0,10,1.0,24.0,14,161,11.5,3,34.0,2015
110,Nelson Agholor,PHI,22.0,13,12.0,44.0,23,283,12.3,1,32.0,2015
111,Quincy Enunwa,NYJ,23.0,12,6.0,46.0,22,315,14.32,0,32.0,2015
109,Justin Hunter,TEN,24.0,9,5.0,31.0,22,264,12.0,1,32.0,2015
112,Marc Mariani,CHI,28.0,16,5.0,33.0,22,300,13.64,0,30.0,2015
113,Eddie Royal,CHI,29.0,9,9.0,50.0,37,238,6.43,1,30.0,2015
114,Marqise Lee,JAX,24.0,10,1.0,32.0,15,191,12.73,1,29.0,2015
115,Miles Austin,PHI,31.0,11,1.0,31.0,13,224,17.23,1,28.0,2015
116,Phillip Dorsett,IND,22.0,11,0.0,39.0,18,225,12.5,1,28.0,2015
118,Andrew Hawkins,CLE,29.0,8,8.0,43.0,27,276,10.22,0,28.0,2015
117,Nick Williams,ATL,25.0,14,0.0,25.0,17,159,9.35,2,28.0,2015
122,Greg Jennings,MIA,32.0,16,5.0,36.0,19,208,10.95,1,27.0,2015
120,Jeremy Kerley,NYJ,27.0,16,1.0,26.0,16,152,9.5,2,27.0,2015
121,Ty Montgomery,GNB,22.0,6,3.0,19.0,15,136,9.07,2,27.0,2015
119,De'Anthony Thomas,KAN,22.0,10,1.0,25.0,17,140,8.24,1,27.0,2015
124,Brice Butler,DAL,25.0,7,2.0,26.0,12,258,21.5,0,26.0,2015
123,Chris Conley,KAN,23.0,16,5.0,31.0,17,199,11.71,1,26.0,2015
126,Stedman Bailey,STL,25.0,8,3.0,25.0,12,182,15.17,1,24.0,2015
127,Taylor Gabriel,CLE,24.0,13,4.0,48.0,28,241,8.61,0,24.0,2015
125,Rashad Ross,WAS,25.0,13,0.0,13.0,8,184,23.0,1,24.0,2015
128,Rashad Greene,JAX,23.0,9,0.0,35.0,19,93,4.89,2,23.0,2015
129,Adam Thielen,MIN,25.0,16,2.0,18.0,12,144,12.0,0,23.0,2015
130,Griff Whalen,IND,25.0,14,0.0,26.0,19,205,10.79,1,23.0,2015
131,Bennie Fowler,DEN,24.0,16,1.0,25.0,16,203,12.69,0,22.0,2015
132,Chris Matthews,2TM,26.0,13,0.0,25.0,13,151,11.62,1,21.0,2015
133,Jordan Norwood,DEN,29.0,11,5.0,32.0,22,207,9.41,0,21.0,2015
134,Jaron Brown,ARI,25.0,16,0.0,23.0,11,144,13.09,1,20.0,2015
136,Andre Caldwell,DEN,30.0,14,0.0,22.0,10,72,7.2,2,20.0,2015
135,Louis Murphy,TAM,28.0,6,1.0,18.0,10,198,19.8,0,20.0,2015
138,Donteea Dye,TAM,22.0,10,6.0,30.0,11,132,12.0,1,19.0,2015
137,Justin Hardy,ATL,24.0,9,1.0,36.0,21,194,9.24,0,19.0,2015
139,Javontee Herndon,SDG,24.0,8,2.0,33.0,24,195,8.13,0,19.0,2015
140,T.J. Jones,DET,23.0,10,0.0,18.0,10,132,13.2,1,17.0,2015
141,Kenbrell Thompkins,NYJ,27.0,7,2.0,33.0,17,165,9.71,0,17.0,2015
142,Devin Smith,NYJ,23.0,10,3.0,28.0,9,115,12.78,1,16.0,2015
143,Devin Street,DAL,24.0,14,2.0,13.0,7,114,16.29,1,15.0,2015
145,Myles White,NYG,25.0,12,0.0,20.0,7,88,12.57,1,15.0,2015
144,Tyrell Williams,SDG,23.0,4,0.0,5.0,2,90,45.0,1,15.0,2015
149,Jason Avant,KAN,32.0,16,1.0,24.0,15,119,7.93,0,14.0,2015
146,Aaron Dobson,NWE,24.0,8,3.0,21.0,13,141,10.85,0,14.0,2015
148,Bruce Ellington,SFO,24.0,13,0.0,19.0,13,153,11.77,0,14.0,2015
147,Marlon Moore,CLE,28.0,14,2.0,10.0,7,81,11.57,1,14.0,2015
150,Andre Roberts,WAS,27.0,9,0.0,21.0,11,135,12.27,0,14.0,2015
151,Jared Abbrederis,GNB,25.0,9,0.0,16.0,9,111,12.33,0,13.0,2015
154,Charles Johnson,MIN,26.0,11,4.0,13.0,9,127,14.11,0,13.0,2015
153,Ricardo Lockette,SEA,29.0,8,0.0,7.0,4,69,17.25,1,13.0,2015
152,Keith Mumphery,HOU,23.0,16,3.0,32.0,14,129,9.21,0,13.0,2015
158,Marcus Easley,BUF,28.0,13,0.0,3.0,1,58,58.0,1,12.0,2015
159,Darius Jennings,CLE,23.0,4,1.0,21.0,14,117,8.36,0,12.0,2015
155,Cody Latimer,DEN,23.0,14,1.0,11.0,6,59,9.83,1,12.0,2015
156,Cameron Meredith,CHI,23.0,11,0.0,16.0,11,120,10.91,0,12.0,2015
157,Brandon Tate,CIN,28.0,16,0.0,3.0,2,59,29.5,1,12.0,2015
161,Marlon Brown,BAL,24.0,10,2.0,30.0,14,112,8.0,0,11.0,2015
162,Michael Campanaro,BAL,24.0,4,0.0,6.0,5,35,7.0,0,11.0,2015
163,Russell Shepard,TAM,25.0,13,2.0,9.0,3,28,9.33,1,11.0,2015
160,Jerome Simpson,SFO,29.0,5,1.0,19.0,5,54,10.8,1,11.0,2015
167,Brenton Bersin,CAR,25.0,9,2.0,11.0,9,119,13.22,0,10.0,2015
166,Brian Quick,STL,26.0,13,3.0,32.0,10,102,10.2,0,10.0,2015
165,Wes Welker,STL,34.0,8,0.0,22.0,13,102,7.85,0,10.0,2015
164,Lucky Whitehead,DAL,23.0,15,1.0,8.0,6,16,2.67,0,10.0,2015
170,Jeff Janis,GNB,24.0,16,0.0,12.0,2,79,39.5,0,8.0,2015
171,Tre McBride,TEN,23.0,7,0.0,4.0,2,8,4.0,1,8.0,2015
169,Chris Owusu,NYJ,25.0,3,2.0,13.0,6,80,13.33,0,8.0,2015
168,Deonte Thompson,CHI,26.0,7,0.0,3.0,2,81,40.5,0,8.0,2015
172,Bradley Marquez,STL,23.0,16,1.0,22.0,13,88,6.77,0,7.0,2015
173,Daniel Brown,BAL,23.0,6,1.0,11.0,6,64,10.67,0,6.0,2015
175,Corey Fuller,DET,25.0,12,0.0,9.0,4,76,19.0,0,6.0,2015
174,Kevin Smith,SEA,24.0,7,1.0,5.0,3,43,14.33,0,6.0,2015
177,Dwayne Bowe,CLE,31.0,7,0.0,13.0,5,53,10.6,0,5.0,2015
176,Hakeem Nicks,NYG,27.0,6,2.0,14.0,7,54,7.71,0,5.0,2015
178,Preston Parker,NYG,28.0,2,1.0,12.0,5,43,8.6,0,4.0,2015
179,Terrelle Pryor,CLE,26.0,3,2.0,8.0,1,42,42.0,0,4.0,2015
181,Paul Richardson,SEA,23.0,1,0.0,1.0,1,40,40.0,0,4.0,2015
180,Greg Salas,BUF,27.0,2,0.0,5.0,3,41,13.67,0,4.0,2015
182,Jeremy Ross,2TM,27.0,11,0.0,14.0,9,88,9.78,0,3.0,2015
183,Rod Streater,OAK,27.0,1,0.0,1.0,1,8,8.0,0,3.0,2015
184,Andrew Turzilli,TEN,24.0,3,0.0,2.0,2,25,12.5,0,3.0,2015
193,Mario Alford,CIN,23.0,1,0.0,1.0,1,15,15.0,0,2.0,2015
187,Vincent Brown,SDG,26.0,1,0.0,2.0,1,22,22.0,0,2.0,2015
188,Geremy Davis,NYG,23.0,10,0.0,3.0,2,21,10.5,0,2.0,2015
185,Marquise Goodwin,BUF,25.0,2,0.0,2.0,2,24,12.0,0,2.0,2015
186,T.J. Graham,NOR,26.0,4,1.0,4.0,4,24,6.0,0,2.0,2015
191,Tyler Murphy,PIT,23.0,2,0.0,1.0,1,16,16.0,0,2.0,2015
190,Darren Waller,BAL,23.0,6,1.0,6.0,2,18,9.0,0,2.0,2015
192,Eric Weems,ATL,30.0,16,0.0,1.0,1,11,11.0,0,2.0,2015
189,DeAndrew White,SFO,24.0,4,0.0,2.0,2,18,9.0,0,2.0,2015
196,Sammie Coates,PIT,22.0,7,0.0,2.0,1,11,11.0,0,1.0,2015
198,Ben Edwards,NYG,23.0,2,0.0,2.0,1,9,9.0,0,1.0,2015
202,Brittan Golden,ARI,27.0,16,0.0,1.0,1,5,5.0,0,1.0,2015
200,Damaris Johnson,NWE,26.0,1,0.0,0.0,0,0,,0,1.0,2015
197,Jonathan Krause,PHI,23.0,2,0.0,4.0,2,11,5.5,0,1.0,2015
201,Cordarrelle Patterson,MIN,24.0,16,1.0,2.0,2,10,5.0,0,1.0,2015
199,Tony Washington,JAX,25.0,4,0.0,0.0,0,0,,0,1.0,2015
195,Kasen Williams,SEA,23.0,2,0.0,1.0,1,8,8.0,0,1.0,2015
194,Chandler Worthy,HOU,22.0,3,0.0,4.0,3,14,4.67,0,1.0,2015
203,Seyi Ajirotutu,PHI,28.0,13,0.0,3.0,1,4,4.0,0,,2015
219,Chris Harper,NWE,22.0,5,0.0,3.0,1,6,6.0,0,-1.0,2015
221,Marcus Thigpen,2TM,29.0,9,0.0,0.0,0,0,,0,-4.0,2015
1,Mike Evans*,TAM,23.0,16,16.0,173.0,96,1321,13.76,12,208.0,2016
2,Jordy Nelson,GNB,31.0,16,16.0,152.0,97,1257,12.96,14,208.0,2016
3,Antonio Brown*+,PIT,28.0,15,15.0,154.0,106,1284,12.11,12,207.0,2016
4,Odell Beckham*,NYG,24.0,16,16.0,169.0,101,1367,13.53,10,196.0,2016
5,T.Y. Hilton*,IND,27.0,16,16.0,155.0,91,1448,15.91,6,185.0,2016
6,Julio Jones*+,ATL,27.0,14,14.0,129.0,83,1409,16.98,6,179.0,2016
7,Davante Adams,GNB,24.0,16,15.0,121.0,75,997,13.29,12,174.0,2016
8,Brandin Cooks,NOR,23.0,16,12.0,117.0,78,1173,15.04,8,168.0,2016
9,Michael Thomas,NOR,23.0,15,12.0,121.0,92,1137,12.36,9,164.0,2016
10,Doug Baldwin*,SEA,28.0,16,15.0,125.0,94,1128,12.0,7,162.0,2016
11,Michael Crabtree,OAK,29.0,16,16.0,145.0,89,1003,11.27,8,152.0,2016
12,Amari Cooper*,OAK,22.0,16,14.0,132.0,83,1153,13.89,5,151.0,2016
13,Rishard Matthews,TEN,27.0,16,10.0,108.0,65,945,14.54,9,149.0,2016
14,Tyrell Williams,SDG,24.0,16,12.0,119.0,69,1059,15.35,7,148.0,2016
15,Bilal Powell,NYJ,28.0,16,4.0,74.0,58,388,6.69,2,139.0,2016
16,Terrelle Pryor,CLE,27.0,16,15.0,140.0,77,1007,13.08,4,138.0,2016
17,Tyreek Hill*+,KAN,22.0,16,1.0,83.0,61,593,9.72,6,138.0,2016
18,Jarvis Landry*,MIA,24.0,16,16.0,131.0,94,1136,12.09,4,137.0,2016
19,Larry Fitzgerald*,ARI,33.0,16,16.0,150.0,107,1023,9.56,6,137.0,2016
20,Demaryius Thomas*,DEN,29.0,16,16.0,144.0,90,1083,12.03,5,136.0,2016
21,Kelvin Benjamin,CAR,25.0,16,13.0,118.0,63,941,14.94,7,134.0,2016
22,Dez Bryant*,DAL,28.0,13,13.0,96.0,50,796,15.92,8,134.0,2016
23,Emmanuel Sanders*,DEN,29.0,16,16.0,137.0,79,1032,13.06,5,134.0,2016
24,Julian Edelman,NWE,30.0,16,13.0,159.0,98,1106,11.29,3,132.0,2016
25,Golden Tate,DET,28.0,16,16.0,135.0,91,1077,11.84,4,132.0,2016
26,Mike Wallace,BAL,30.0,16,16.0,116.0,72,1017,14.13,4,131.0,2016
27,Kenny Britt,LAR,28.0,15,15.0,111.0,68,1002,14.74,5,128.0,2016
28,Kenny Stills,MIA,24.0,16,16.0,81.0,42,726,17.29,9,127.0,2016
29,Allen Robinson,JAX,23.0,16,16.0,151.0,73,883,12.1,6,126.0,2016
30,Adam Thielen,MIN,26.0,16,10.0,92.0,69,967,14.01,5,126.0,2016
32,Jamison Crowder,WAS,23.0,16,9.0,99.0,67,847,12.64,7,125.0,2016
31,DeSean Jackson,WAS,30.0,15,15.0,100.0,56,1005,17.95,4,125.0,2016
33,Pierre Garcon,WAS,30.0,16,16.0,114.0,79,1041,13.18,3,122.0,2016
34,Brandon LaFell,CIN,30.0,16,14.0,107.0,64,862,13.47,6,122.0,2016
35,A.J. Green*,CIN,28.0,10,10.0,100.0,66,964,14.61,4,120.0,2016
36,Willie Snead,NOR,24.0,15,4.0,104.0,72,895,12.43,4,120.0,2016
38,DeAndre Hopkins,HOU,24.0,16,16.0,151.0,78,954,12.23,4,119.0,2016
37,Sterling Shepard,NYG,23.0,16,16.0,105.0,65,683,10.51,8,119.0,2016
39,Marvin Jones,DET,26.0,15,15.0,103.0,55,930,16.91,4,117.0,2016
40,Steve Smith,BAL,37.0,14,14.0,101.0,70,799,11.41,5,116.0,2016
41,Cole Beasley,DAL,27.0,16,6.0,98.0,75,833,11.11,5,114.0,2016
42,Cameron Meredith,CHI,24.0,14,10.0,97.0,66,888,13.45,4,113.0,2016
43,Quincy Enunwa,NYJ,24.0,16,13.0,105.0,58,857,14.78,4,111.0,2016
45,Stefon Diggs,MIN,23.0,13,11.0,112.0,84,903,10.75,3,109.0,2016
44,Marqise Lee,JAX,25.0,16,6.0,105.0,63,851,13.51,3,109.0,2016
46,JJ Nelson,ARI,24.0,15,6.0,74.0,34,568,16.71,6,107.0,2016
47,Anquan Boldin,DET,36.0,16,16.0,95.0,67,584,8.72,8,106.0,2016
50,Taylor Gabriel,ATL,25.0,13,3.0,50.0,35,579,16.54,6,105.0,2016
48,Ted Ginn,CAR,31.0,16,8.0,95.0,54,752,13.93,4,105.0,2016
49,Dontrelle Inman,SDG,27.0,16,16.0,97.0,58,810,13.97,4,105.0,2016
52,Jordan Matthews,PHI,24.0,14,13.0,117.0,73,804,11.01,3,102.0,2016
51,DeVante Parker,MIA,23.0,15,8.0,87.0,56,744,13.29,4,102.0,2016
53,Brandon Marshall,NYJ,32.0,15,15.0,128.0,59,788,13.36,3,97.0,2016
54,Alshon Jeffery,CHI,26.0,12,12.0,94.0,52,821,15.79,2,94.0,2016
55,Chris Hogan,NWE,28.0,15,14.0,58.0,38,680,17.89,4,91.0,2016
56,Mohamed Sanu,ATL,27.0,15,15.0,81.0,59,653,11.07,4,90.0,2016
57,Tavon Austin,LAR,26.0,15,15.0,106.0,58,509,8.78,3,89.0,2016
58,Randall Cobb,GNB,26.0,13,10.0,84.0,60,610,10.17,4,88.0,2016
59,Travis Benjamin,SDG,27.0,14,8.0,75.0,47,677,14.4,4,85.0,2016
61,Jeremy Kerley,SFO,28.0,16,13.0,115.0,64,667,10.42,3,83.0,2016
60,Tyler Lockett,SEA,24.0,15,9.0,66.0,41,597,14.56,1,83.0,2016
63,Michael Floyd,2TM,27.0,15,8.0,76.0,37,488,13.19,5,81.0,2016
62,Terrance Williams,DAL,27.0,16,15.0,61.0,44,594,13.5,4,81.0,2016
64,Adam Humphries,TAM,23.0,15,4.0,83.0,55,622,11.31,2,78.0,2016
65,Eli Rogers,PIT,24.0,13,8.0,66.0,48,594,12.38,3,78.0,2016
66,Will Fuller,HOU,22.0,14,13.0,92.0,47,635,13.51,2,75.0,2016
67,Brian Quick,LAR,27.0,16,8.0,77.0,41,564,13.76,3,74.0,2016
68,Seth Roberts,OAK,25.0,16,6.0,77.0,38,397,10.45,5,74.0,2016
69,Robby Anderson,NYJ,23.0,16,8.0,78.0,42,587,13.98,2,73.0,2016
70,Donte Moncrief,IND,23.0,9,7.0,56.0,30,307,10.23,7,73.0,2016
72,Tyler Boyd,CIN,22.0,16,2.0,81.0,54,603,11.17,1,70.0,2016
71,Vernon Davis,WAS,32.0,16,14.0,59.0,44,583,13.25,2,70.0,2016
75,Jeremy Maclin,KAN,28.0,12,12.0,76.0,44,536,12.18,2,68.0,2016
73,Breshad Perriman,BAL,23.0,16,1.0,66.0,33,499,15.12,3,68.0,2016
74,Robert Woods,BUF,24.0,13,10.0,76.0,51,613,12.02,1,68.0,2016
76,Phillip Dorsett,IND,23.0,15,7.0,59.0,33,528,16.0,2,66.0,2016
77,Allen Hurns,JAX,25.0,11,11.0,76.0,35,477,13.63,3,66.0,2016
78,John Brown,ARI,26.0,15,6.0,73.0,39,517,13.26,2,65.0,2016
79,Tajae Sharpe,TEN,22.0,16,10.0,83.0,41,522,12.73,2,64.0,2016
81,Victor Cruz,NYG,30.0,15,12.0,72.0,39,586,15.03,1,63.0,2016
80,Devin Funchess,CAR,22.0,15,7.0,58.0,23,371,16.13,4,63.0,2016
82,Cordarrelle Patterson*+,MIN,25.0,16,8.0,70.0,52,453,8.71,2,62.0,2016
84,Marquise Goodwin,BUF,26.0,15,9.0,68.0,29,431,14.86,3,61.0,2016
83,Kendall Wright,TEN,27.0,11,4.0,42.0,29,416,14.34,3,61.0,2016
85,Corey Coleman,CLE,22.0,10,10.0,73.0,33,413,12.52,3,60.0,2016
87,Sammie Coates,PIT,23.0,14,5.0,49.0,21,435,20.71,2,57.0,2016
86,Jermaine Kearse,SEA,26.0,16,15.0,89.0,41,510,12.44,1,57.0,2016
88,Sammy Watkins,BUF,23.0,8,8.0,52.0,28,430,15.36,2,55.0,2016
89,Chris Conley,KAN,24.0,16,11.0,69.0,44,530,12.05,0,53.0,2016
90,Nelson Agholor,PHI,23.0,15,14.0,69.0,36,365,10.14,2,52.0,2016
91,Dorial Green-Beckham,PHI,23.0,15,7.0,74.0,36,392,10.89,2,51.0,2016
92,Albert Wilson,KAN,24.0,16,5.0,51.0,31,279,9.0,2,51.0,2016
93,Andrew Hawkins,CLE,30.0,16,5.0,54.0,33,324,9.82,3,50.0,2016
94,Eddie Royal,CHI,30.0,9,1.0,43.0,33,369,11.18,2,49.0,2016
95,Danny Amendola,NWE,31.0,12,4.0,29.0,23,243,10.57,4,48.0,2016
96,Russell Shepard,TAM,26.0,14,4.0,40.0,23,341,14.83,2,47.0,2016
97,Brandon Coleman,NOR,24.0,16,4.0,38.0,26,281,10.81,3,46.0,2016
98,Torrey Smith,SFO,27.0,12,12.0,49.0,20,267,13.35,3,45.0,2016
99,Justin Hardy,ATL,25.0,16,3.0,31.0,21,203,9.67,4,44.0,2016
100,Aldrick Robinson,ATL,28.0,16,1.0,32.0,20,323,16.15,2,44.0,2016
101,Justin Hunter,2TM,25.0,13,5.0,23.0,10,189,18.9,4,43.0,2016
102,Quinton Patton,SFO,26.0,14,14.0,63.0,37,408,11.03,0,41.0,2016
103,Brice Butler,DAL,26.0,16,3.0,32.0,16,219,13.69,3,40.0,2016
104,Kamar Aiken,BAL,27.0,16,6.0,50.0,29,328,11.31,1,39.0,2016
105,Josh Bellamy,CHI,27.0,16,2.0,38.0,19,282,14.84,1,38.0,2016
107,Cobi Hamilton,PIT,26.0,11,8.0,28.0,17,234,13.76,2,35.0,2016
106,Darrius Heyward-Bey,PIT,29.0,10,0.0,19.0,6,114,19.0,2,35.0,2016
108,Paul Richardson,SEA,24.0,15,0.0,36.0,21,288,13.71,1,35.0,2016
109,Deonte Thompson,CHI,27.0,16,6.0,36.0,22,249,11.32,2,35.0,2016
110,Bryan Walters,JAX,29.0,10,3.0,34.0,24,231,9.63,2,34.0,2016
112,Geronimo Allison,GNB,22.0,10,2.0,22.0,12,202,16.83,2,32.0,2016
111,Corey Brown,CAR,25.0,16,8.0,53.0,27,276,10.22,1,32.0,2016
113,Eric Decker,NYJ,29.0,3,3.0,21.0,9,194,21.56,2,31.0,2016
116,Andre Holmes,OAK,28.0,16,2.0,25.0,14,126,9.0,3,31.0,2016
114,Rod Streater,SFO,28.0,16,2.0,27.0,18,191,10.61,2,31.0,2016
115,Jordan Taylor,DEN,24.0,16,0.0,25.0,16,209,13.06,2,31.0,2016
117,Tanner McEvoy,SEA,23.0,14,0.0,11.0,9,140,15.56,2,28.0,2016
119,Jaron Brown,ARI,26.0,7,2.0,22.0,11,187,17.0,1,27.0,2016
120,Bennie Fowler,DEN,25.0,13,0.0,24.0,11,145,13.18,2,27.0,2016
118,Chester Rogers,IND,22.0,14,2.0,34.0,19,273,14.37,0,27.0,2016
121,Jeff Janis,GNB,25.0,16,1.0,19.0,11,93,8.45,1,25.0,2016
122,Jalin Marshall,NYJ,21.0,10,1.0,23.0,14,162,11.57,2,24.0,2016
124,Charles Johnson,MIN,27.0,16,7.0,37.0,20,232,11.6,0,23.0,2016
126,Ricardo Louis,CLE,22.0,16,3.0,35.0,18,205,11.39,0,23.0,2016
123,Jordan Norwood,DEN,30.0,14,6.0,35.0,21,232,11.05,1,23.0,2016
125,Andre Roberts,DET,28.0,16,1.0,25.0,14,188,13.43,1,23.0,2016
128,Roger Lewis,NYG,23.0,13,1.0,19.0,7,97,13.86,2,22.0,2016
127,Marquess Wilson,CHI,24.0,3,1.0,16.0,9,160,17.78,1,22.0,2016
130,Harry Douglas,TEN,32.0,11,2.0,22.0,15,210,14.0,0,21.0,2016
129,Vincent Jackson,TAM,33.0,5,5.0,32.0,15,173,11.53,0,21.0,2016
131,Andre Johnson,TEN,35.0,8,4.0,22.0,9,85,9.44,2,21.0,2016
133,Cody Core,CIN,22.0,8,4.0,27.0,17,200,11.76,0,20.0,2016
132,Freddie Martino,TAM,25.0,13,0.0,11.0,8,142,17.75,1,20.0,2016
134,Kevin White,CHI,24.0,4,4.0,36.0,19,187,9.84,0,20.0,2016
135,Josh Huff,2TM,25.0,10,2.0,23.0,16,113,7.06,1,19.0,2016
136,Charone Peake,NYJ,24.0,15,1.0,35.0,19,186,9.79,0,19.0,2016
138,Arrelious Benn,JAX,28.0,15,0.0,10.0,5,116,23.2,1,18.0,2016
137,Daniel Brown,2TM,24.0,8,3.0,20.0,16,124,7.75,1,18.0,2016
139,Brandon Tate,BUF,29.0,15,1.0,12.0,8,117,14.63,0,17.0,2016
140,Braxton Miller,HOU,24.0,10,6.0,28.0,15,99,6.6,1,16.0,2016
143,Tyler Higbee,LAR,23.0,16,7.0,29.0,11,85,7.73,1,15.0,2016
142,Greg Salas,BUF,28.0,2,1.0,6.0,4,89,22.25,1,15.0,2016
141,Cecil Shorts,TAM,29.0,9,5.0,27.0,11,152,13.82,0,15.0,2016
144,Chris Harper,SFO,23.0,9,2.0,21.0,13,133,10.23,0,13.0,2016
146,Jaelen Strong,HOU,22.0,8,2.0,24.0,14,131,9.36,0,13.0,2016
148,Paul Turner,PHI,23.0,4,2.0,14.0,9,126,14.0,0,13.0,2016
145,Markus Wheaton,PIT,25.0,3,2.0,9.0,4,51,12.75,1,13.0,2016
147,Jarius Wright,MIN,27.0,8,1.0,14.0,11,67,6.09,1,13.0,2016
149,Brittan Golden,ARI,28.0,12,1.0,14.0,8,82,10.25,1,12.0,2016
150,T.J. Jones,DET,24.0,3,0.0,14.0,5,93,18.6,0,11.0,2016
151,Lucky Whitehead,DAL,24.0,15,1.0,3.0,3,48,16.0,0,11.0,2016
152,Demarcus Ayers,PIT,22.0,2,1.0,13.0,6,53,8.83,1,10.0,2016
153,David Johnson,PIT,29.0,16,5.0,11.0,7,80,11.43,0,10.0,2016
155,Jeremy Ross,2TM,28.0,6,1.0,4.0,4,37,9.25,1,10.0,2016
154,James Wright,CIN,25.0,13,2.0,19.0,13,106,8.15,0,10.0,2016
157,Leonte Carroo,MIA,22.0,14,2.0,6.0,3,29,9.67,1,9.0,2016
160,Pharoh Cooper,LAR,21.0,10,3.0,20.0,14,106,7.57,0,9.0,2016
156,Tyler Kroft,CIN,24.0,14,11.0,12.0,10,92,9.2,0,9.0,2016
158,Tommylee Lewis,NOR,24.0,12,1.0,11.0,7,76,10.86,0,9.0,2016
159,Bryce Treggs,PHI,22.0,9,1.0,12.0,3,80,26.67,0,9.0,2016
